Type,Probability,Quota,numAllowed
63,0.3242031071313275,2.8534322592713535,10.0
63,0.6757968928686725,3.043287612531777,13.0
32,0.25590898628646175,4.667750608360763,6.0
32,0.7440910137135383,7.784835799305484,4.0
379,0.033157518292864084,1.6773178625122191,10.0
379,0.9668424817071358,2.7461277300315716,15.0
221,0.5904699101427655,1.940122661952886,3.0
221,0.40953008985723455,1.272375427398568,3.0
24,0.7434037214526381,7.760261081384211,5.0
24,0.2565962785473619,3.225657117104718,4.0
356,0.08373880565515446,0.7051448278740439,3.0
356,0.9162611943448454,2.056976580906601,10.0
374,1.0,2.642862294128546,13.0
610,1.0,1.9344621737692207,10.0
574,0.47799235247080063,1.1171780017535884,5.0
574,0.5220076475291994,1.6422892353695082,7.0
106,1.0,2.481108390896227,8.0
651,0.8010710781114728,1.8129973276030227,17.0
651,0.19892892188852718,2.4717811680779924,14.0
584,0.4450357055030775,1.642550112849147,5.0
584,0.5549642944969225,1.22264139128896,5.0
261,1.0,1.9928892420040207,8.0
442,0.2806025804804211,1.2574820379059213,10.0
442,0.7193974195195789,2.3352963282709496,15.0
350,0.6953456057695784,2.001805173911569,13.0
350,0.30465439423042157,2.4568329612428528,15.0
167,1.0,2.2646847683072533,7.0
677,0.10828848302202704,1.368253932357196,4.0
677,0.42690895494975206,3.7040872498221447,14.0
677,0.46480256202822096,2.6695019939408047,9.0
533,0.4643634771412834,1.8458573074207236,5.0
533,0.5356365228587167,3.56862313069432,5.0
257,1.0,2.115811758782301,10.0
454,0.21437269582539353,1.4989400504656387,11.0
454,0.4171401575848199,1.932260766818232,13.0
454,0.3684871465897865,1.9650852005006394,14.0
644,0.3355093760736173,2.494752056333369,9.0
644,0.6644906239263827,1.7402082735121436,10.0
701,1.0,4.205682373853785,9.0
472,0.2848434255105028,1.2774693794634797,4.0
472,0.7151565744894971,2.8833885603601077,9.0
51,1.0,3.750376673424314,5.0
264,1.0,1.883345071597023,9.0
55,1.0,4.026403624219558,4.0
694,0.33301603985797057,1.9678418332322463,10.0
694,0.6669839601420294,4.364112580004461,14.0
150,1.0,2.3857124884514875,7.0
463,0.3284724569197152,1.3404386056058146,12.0
463,0.4209894689450551,2.57190465530606,19.0
463,0.2505380741352297,2.555908242225831,18.0
569,0.186874718493521,2.5399827471759133,15.0
569,0.813125281506479,1.7884137669003923,18.0
835,0.25336845220153514,1.3273348005899983,11.0
835,0.4157777212957654,2.148560056320931,17.0
835,0.33085382650269946,2.202737469411314,19.0
830,0.8430458214386655,3.06895209307288,19.0
830,0.15695417856133456,2.9456469274326547,18.0
664,0.6209348348637466,3.2324998454971334,12.0
664,0.23429135673460877,1.222993563697246,8.0
664,0.14477380840164458,1.306238508185574,9.0
428,0.8005750699588987,1.628348901722972,9.0
428,0.1994249300411011,2.5451268314662356,12.0
407,0.17542794638694592,1.8834224552209768,14.0
407,0.8245720536130541,3.2200718046875334,23.0
465,0.11190162357931208,1.1283336610476697,6.0
465,0.888098376420688,1.7191629691970283,9.0
288,0.525762590674616,1.135735594976047,2.0
288,0.47423740932538405,1.8028600569656095,4.0
568,0.3175076890861913,0.9243825295301583,4.0
568,0.6824923109138087,1.8730201351502367,9.0
573,0.0293653271899396,1.1056259936352093,10.0
573,0.9706346728100604,1.711228135984815,12.0
684,0.303726515285087,1.1484796395153614,2.0
684,0.5838604437600038,4.083433326998208,10.0
684,0.11241304095490924,1.3846227285383548,3.0
847,1.0,1.8377580119464019,7.0
526,0.020725624207443807,1.4613210532576903,4.0
526,0.9792743757925562,3.763241830835895,5.0
482,0.13630064618516538,1.679480826520865,6.0
482,0.8636993538148346,3.0748411238615314,13.0
681,0.4586933786194728,1.121696672161097,2.0
681,0.5413066213805272,3.992608021330062,12.0
330,0.6553868564536935,1.5287232646295195,6.0
330,0.17986855516376876,1.8350947257688923,7.0
330,0.16474458838253767,1.7505377988277748,7.0
693,0.3553811291321315,1.9185102827464575,10.0
693,0.6446188708678685,4.274106236352321,15.0
84,0.978683137526685,2.985160330268252,10.0
84,0.021316862473315053,4.034802217361054,8.0
342,0.08079275182867525,1.5523195108733707,7.0
342,0.1862991378757419,0.8027957672704604,4.0
342,0.7329081102955828,2.009522337971986,10.0
198,0.4992754410394466,1.9686461458564688,2.0
198,0.5007245589605533,1.3858990492599759,2.0
17,0.48169567246526485,7.343777880853371,6.0
17,0.04032595906417341,4.343767998768722,9.0
17,0.47797836847056174,7.775736737009766,7.0
46,1.0,3.775843828215587,3.0
246,1.0,2.251189224345692,11.0
730,1.0,4.493610413482333,8.0
547,0.7612731926218322,2.1128426790210635,3.0
547,0.2387268073781677,3.342871173783479,4.0
754,0.4942604706299236,1.6953170126116108,1.0
754,0.5057395293700764,2.6537871551502605,2.0
340,0.22250583077289904,0.6243879108939902,3.0
340,0.7774941692271009,2.041016618574056,12.0
836,0.4456637582387023,1.4698940161134955,9.0
836,0.5543362417612977,2.3985217962311287,15.0
593,0.4601174880554466,1.4732406055968403,8.0
593,0.5398825119445533,2.4389898012967057,15.0
648,0.13005940089046306,2.5039455111749653,11.0
648,0.869940599109537,1.8020441370822287,15.0
505,0.5997948516314506,3.3159070808796094,15.0
505,0.40020514836854937,1.2189469110294706,8.0
431,0.004863857461233956,1.1428016305349897,8.0
431,0.995136142538766,1.7708555284151235,11.0
143,0.10700059229991965,0.5075765329635216,0.0
143,0.8929994077000803,2.40096699243059,9.0
689,0.3949200177230304,1.8761899443760912,11.0
689,0.6050799822769696,4.274759464655336,16.0
380,0.2427038968135711,2.615626630172038,14.0
380,0.757296103186429,2.7568557170905037,14.0
124,1.0,2.4132065823963558,5.0
738,1.0,4.390503118597431,11.0
824,0.021649521927681326,4.298135817969118,9.0
824,0.7089780718890911,7.283112743075423,5.0
824,0.26937240618322755,6.000551222411984,11.0
583,1.0,1.794917925971369,7.0
101,0.5658671116132926,2.78603206241197,9.0
101,0.4341328883867075,2.5340501228941794,8.0
151,1.0,2.4417049547631344,7.0
359,0.11010796144332274,2.393196268279663,13.0
359,0.8898920385566773,2.002381030456526,12.0
782,0.5650150429735249,2.4940165967063637,0.0
782,0.43498495702647516,0.6665632113486594,0.0
825,0.48208764324407893,1.4673570238966578,3.0
825,0.5179123567559211,3.578194497703644,3.0
212,0.6382628535424362,1.924818705888857,3.0
212,0.36173714645756383,1.2999831296281537,3.0
318,0.2170818133655069,0.75026705594002,3.0
318,0.782918186634493,1.7741735310972429,10.0
16,0.19441951066283736,7.355021358962592,5.0
16,0.8055804893371626,7.741900435725952,6.0
718,1.0,4.37870612347259,3.0
708,1.0,4.151615968370164,4.0
768,0.6040658408567523,2.559321441497121,0.0
768,0.3959341591432476,0.6703540425274781,0.0
57,1.0,3.987574032422895,5.0
276,0.1641037840325964,0.9468738799774492,5.0
276,0.8358962159674036,1.8164061930399062,11.0
470,0.24327768300043018,1.0127909876829895,5.0
470,0.7567223169995698,2.935647333113793,11.0
