Key,ShadowPrice
BusingArea,0.0
BusingCardinality,0.018421968146742556
BusingDistance,0.32695683320010716
4260,2.556314491650381
4030,3.466051952131946
4193,3.602773992407105
4242,0.0
4370,1.7705982629693535
4022,0.9977397202144701
4240,0.0
4690,0.0
4391,3.1718361539318387
4530,1.8687238952288514
4285,2.607017317809275
4361,7.1338134106939055
4592,2.1700681414287772
4680,1.823864967798953
4450,8.108966464355284
4390,1.6005853968160673
4580,0.604924733807941
4400,2.753599548605648
4280,2.418467891675318
4178,0.004002016949581855
4531,2.4847918068726402
4620,0.0
4151,0.0
4331,3.802264224004809
4173,1.8894457069421056
4123,1.6388112107658848
4630,1.0541641598676725
4570,0.6124408399690443
4381,4.266472005823313
4080,3.1560508613463307
4082,3.7606998066636157
4460,1.8758209174261884
4270,0.7738363218050331
4311,2.775866112736697
4231,1.513423086846249
4160,2.590983825542172
4291,2.364984960978682
4322,7.4399145372950635
4113,2.157551492338475
4350,1.8169037602442661
4084,0.0666233158002936
4590,1.3752094724912687
4052,0.0
4543,6.8086132158288635
4600,2.608789179940283
4053,1.6197796782035077
4081,2.4827662825194308
4190,1.2588338956478462
4031,4.433567041242032
4130,2.2396685438663444
4121,2.0887072965933324
4201,0.8474521323338295
4230,0.33810502543092513
4561,2.9969965456921863
4070,0.0
4640,0.5428383193078903
4250,0.0
4200,2.1258932289723704
4061,6.969112723686447
4055,0.0
4210,2.814077287316616
4283,3.7996460015718663
4140,2.3770770675130546
4440,3.2356735240877876
4661,3.50423267480828
4345,1.244895263452256
4171,2.9089471833881815
4272,1.9575779266650313
4100,1.1272424710544273
4621,2.017342862257144
4323,5.782727344882334
4560,0.3644172843010508
4360,7.329605127180585
4650,2.202849278995323
4541,7.911582762336323
4290,0.0
4062,7.266727068633998
